title,authors,date,publisher,keywords,link,citations,abstract,first_author,total_uw
The DECam Ecliptic Exploration Project (DEEP). VI. First Multiyear Observations of Trans-Neptunian Objects,"['Smotherman, Hayden', 'Bernardinelli, Pedro H.', 'Portillo, Stephen K. N.', 'Connolly, Andrew J.', 'Kalmbach, J. Bryce', 'Stetzler, Steven', 'Jurić, Mario', 'Bektešević, Dino', 'Langford, Zachary', 'Adams, Fred C.', 'Oldroyd, William J.', 'Holman, Matthew J.', 'Chandler, Colin Orion', 'Fuentes, Cesar', 'Gerdes, David W.', 'Lin, Hsing Wen', 'Markwardt, Larissa', 'McNeill, Andrew', 'Mommert, Michael', 'Napier, Kevin J.', 'Payne, Matthew J.', 'Ragozzine, Darin', 'Rivkin, Andrew S.', 'Schlichting, Hilke', 'Sheppard, Scott S.', 'Strauss, Ryder', 'Trilling, David E.', 'Trujillo, Chadwick A.']",2024-03-01,The Astronomical Journal,"['Kuiper Belt', 'Surveys', 'Trans-Neptunian objects', '893', '1671', '1705']",https://ui.adsabs.harvard.edu/abs/2024AJ....167..136S/abstract,2.0,"We present the first set of trans-Neptunian objects (TNOs) observed on multiple nights in data taken from the DECam Ecliptic Exploration Project. Of these 110 TNOs, 105 do not coincide with previously known TNOs and appear to be new discoveries. Each individual detection for our objects resulted from a digital tracking search at TNO rates of motion, using two-to-four-hour exposure sets, and the detections were subsequently linked across multiple observing seasons. This procedure allows us to find objects with magnitudes m <SUB> VR </SUB> ≈ 26. The object discovery processing also included a comprehensive population of objects injected into the images, with a recovery and linking rate of at least 94%. The final orbits were obtained using a specialized orbit-fitting procedure that accounts for the positional errors derived from the digital tracking procedure. Our results include robust orbits and magnitudes for classical TNOs with absolute magnitudes H ∼ 10, as well as a dynamically detached object found at 76 au (semimajor axis a ≈ 77 au). We find a disagreement between our population of classical TNOs and the CFEPS-L7 three-component model for the Kuiper Belt.",False,5
The DECam Ecliptic Exploration Project (DEEP). III. Survey Characterization and Simulation Methods,"['Bernardinelli, Pedro H.', 'Smotherman, Hayden', 'Langford, Zachary', 'Portillo, Stephen K. N.', 'Connolly, Andrew J.', 'Kalmbach, J. Bryce', 'Stetzler, Steven', 'Jurić, Mario', 'Oldroyd, William J.', 'Lin, Hsing Wen', 'Adams, Fred C.', 'Chandler, Colin Orion', 'Fuentes, Cesar', 'Gerdes, David W.', 'Holman, Matthew J.', 'Markwardt, Larissa', 'McNeill, Andrew', 'Mommert, Michael', 'Napier, Kevin J.', 'Payne, Matthew J.', 'Ragozzine, Darin', 'Rivkin, Andrew S.', 'Schlichting, Hilke', 'Sheppard, Scott S.', 'Strauss, Ryder', 'Trilling, David E.', 'Trujillo, Chadwick A.']",2024-03-01,The Astronomical Journal,"['Kuiper Belt', 'Trans-Neptunian objects', 'Surveys', '893', '1705', '1671']",https://ui.adsabs.harvard.edu/abs/2024AJ....167..134B/abstract,2.0,"We present a detailed study of the observational biases of the DECam Ecliptic Exploration Project's B1 data release and survey simulation software that enables direct statistical comparisons between models and our data. We inject a synthetic population of objects into the images, and then subsequently recover them in the same processing as our real detections. This enables us to characterize the survey's completeness as a function of apparent magnitudes and on-sky rates of motion. We study the statistically optimal functional form for the magnitude, and develop a methodology that can estimate the magnitude and rate efficiencies for all survey's pointing groups simultaneously. We have determined that our peak completeness is on average 80% in each pointing group, and our magnitude drops to 25% of this value at m <SUB>25</SUB> = 26.22. We describe the freely available survey simulation software and its methodology. We conclude by using it to infer that our effective search area for objects at 40 au is 14.8 deg<SUP>2</SUP>, and that our lack of dynamically cold distant objects means that there at most 8 × 10<SUP>3</SUP> objects with 60 &lt; a &lt; 80 au and absolute magnitudes H ≤ 8.",True,5
The DECam Ecliptic Exploration Project (DEEP). V. The Absolute Magnitude Distribution of the Cold Classical Kuiper Belt,"['Napier, Kevin J.', 'Lin, Hsing Wen', 'Gerdes, David W.', 'Adams, Fred C.', 'Simpson, Anna M.', 'Porter, Matthew W.', 'Weber, Katherine G.', 'Markwardt, Larissa', 'Gowman, Gabriel', 'Smotherman, Hayden', 'Bernardinelli, Pedro H.', 'Jurić, Mario', 'Connolly, Andrew J.', 'Kalmbach, J. Bryce', 'Portillo, Stephen K. N.', 'Trilling, David E.', 'Strauss, Ryder', 'Oldroyd, William J.', 'Trujillo, Chadwick A.', 'Chandler, Colin Orion', 'Holman, Matthew J.', 'Schlichting, Hilke E.', 'McNeill, Andrew']",2024-02-01,The Planetary Science Journal,"['Solar system', 'Solar system astronomy', 'Kuiper Belt', 'Small Solar System bodies', 'Planetary science', '1528', '1529', '893', '1469', '1255']",https://ui.adsabs.harvard.edu/abs/2024PSJ.....5...50N/abstract,4.0,"The DECam Ecliptic Exploration Project (DEEP) is a deep survey of the trans-Neptunian solar system being carried out on the 4 m Blanco telescope at the Cerro Tololo Inter-American Observatory in Chile using the Dark Energy Camera (DECam). By using a shift-and-stack technique to achieve a mean limiting magnitude of r ∼ 26.2, DEEP achieves an unprecedented combination of survey area and depth, enabling quantitative leaps forward in our understanding of the Kuiper Belt populations. This work reports results from an analysis of 20, 3 deg<SUP>2</SUP> DECam fields along the invariable plane. We characterize the efficiency and false-positive rates for our moving-object detection pipeline, and use this information to construct a Bayesian signal probability for each detected source. This procedure allows us to treat all of our Kuiper Belt object (KBO) detections statistically, simultaneously accounting for efficiency and false positives. We detect approximately 2300 candidate sources with KBO-like motion with signal-to-noise ratios &gt; 6.5. We use a subset of these objects to compute the luminosity function of the Kuiper Belt as a whole, as well as the cold classical (CC) population. We also investigate the absolute magnitude (H) distribution of the CCs, and find consistency with both an exponentially tapered power law, which is predicted by streaming instability models of planetesimal formation, and a rolling power law. Finally, we provide an updated mass estimate for the CC Kuiper Belt of ${M}_{{CC}}({H}_{r}\lt 12)\,=\,{0.0017}_{-0.0004}^{+0.0010}{M}_{\oplus }$ , assuming albedo p = 0.15 and density ρ = 1 g cm<SUP>‑3</SUP>.",False,4
Using AI for Wave-front Estimation with the Rubin Observatory Active Optics System,"['Crenshaw, John Franklin', 'Connolly, Andrew J.', 'Meyers, Joshua E.', 'Kalmbach, J. Bryce', 'Megias Homar, Guillem', 'Ribeiro, Tiago', 'Suberlak, Krzysztof', 'Thomas, Sandrine', 'Tsai, Te-Wei']",2024-02-01,The Astronomical Journal,"['Neural networks', 'Multiple mirror telescopes', 'Optical telescopes', 'Astronomical optics', 'Astronomical instrumentation', '1933', '1080', '1174', '88', '799', 'Astrophysics - Instrumentation and Methods for Astrophysics']",https://ui.adsabs.harvard.edu/abs/2024AJ....167...86C/abstract,0.0,"The Vera C. Rubin Observatory will, over a period of 10 yr, repeatedly survey the southern sky. To ensure that images generated by Rubin meet the quality requirements for precision science, the observatory will use an active-optics system (AOS) to correct for alignment and mirror surface perturbations introduced by gravity and temperature gradients in the optical system. To accomplish this, Rubin will use out-of-focus images from sensors located at the edge of the focal plane to learn and correct for perturbations to the wave front. We have designed and integrated a deep-learning (DL) model for wave-front estimation into the AOS pipeline. In this paper, we compare the performance of this DL approach to Rubin's baseline algorithm when applied to images from two different simulations of the Rubin optical system. We show the DL approach is faster and more accurate, achieving the atmospheric error floor both for high-quality images and low-quality images with heavy blending and vignetting. Compared to the baseline algorithm, the DL model is 40× faster, the median error 2× better under ideal conditions, 5× better in the presence of vignetting by the Rubin camera, and 14× better in the presence of blending in crowded fields. In addition, the DL model surpasses the required optical quality in simulations of the AOS closed loop. This system promises to increase the survey area useful for precision science by up to 8%. We discuss how this system might be deployed when commissioning and operating Rubin.",True,2
The Weird and the Wonderful in Our Solar System: Searching for Serendipity in the Legacy Survey of Space and Time,"['Rogers, Brian', 'Lintott, Chris J.', 'Croft, Steve', 'Schwamb, Megan E.', 'Davenport, James R. A.']",2024-03-01,The Astronomical Journal,"['Neural networks', 'Small Solar System bodies', 'Outlier detection', '1933', '1469', '1934', 'Astrophysics - Earth and Planetary Astrophysics', 'Astrophysics - Instrumentation and Methods for Astrophysics', 'Computer Science - Machine Learning']",https://ui.adsabs.harvard.edu/abs/2024AJ....167..118R/abstract,0.0,"We present a novel method for anomaly detection in solar system object data in preparation for the Legacy Survey of Space and Time. We train a deep autoencoder for anomaly detection and use the learned latent space to search for other interesting objects. We demonstrate the efficacy of the autoencoder approach by finding interesting examples, such as interstellar objects, and show that by using the autoencoder, further examples of interesting classes can be found. We also investigate the limits of classic unsupervised approaches to anomaly detection through the generation of synthetic anomalies and evaluate the feasibility of using a supervised learning approach. Future work should consider expanding the feature space to increase the variety of anomalies that can be uncovered during the survey using an autoencoder.",False,1
Searching the SN 1987A SETI Ellipsoid with TESS,"['Cabrales, Bárbara', 'Davenport, James R. A.', 'Sheikh, Sofia', 'Croft, Steve', 'Siemion, Andrew P. V.', 'Giles, Daniel', 'Cody, Ann Marie']",2024-03-01,The Astronomical Journal,"['Technosignatures', 'Light curves', 'Search for extraterrestrial intelligence', 'Stellar distance', 'Supernovae', '2128', '918', '2127', '1595', '1668', 'Astrophysics - Instrumentation and Methods for Astrophysics', 'Astrophysics - Earth and Planetary Astrophysics', 'Astrophysics - Solar and Stellar Astrophysics']",https://ui.adsabs.harvard.edu/abs/2024AJ....167..101C/abstract,0.0,"The SETI Ellipsoid is a strategy for technosignature candidate selection that assumes that extraterrestrial civilizations who have observed a galactic-scale event—such as supernova 1987A—may use it as a Schelling point to broadcast synchronized signals indicating their presence. Continuous wide-field surveys of the sky offer a powerful new opportunity to look for these signals, compensating for the uncertainty in their estimated time of arrival. We explore sources in the TESS continuous viewing zone, which corresponds to 5% of all TESS data, observed during the first 3 yr of the mission. Using improved 3D locations for stars from Gaia Early Data Release 3, we identified 32 SN 1987A SETI Ellipsoid targets in the TESS continuous viewing zone with uncertainties better than 0.5 lt-yr. We examined the TESS light curves of these stars during the Ellipsoid crossing event and found no anomalous signatures. We discuss ways to expand this methodology to other surveys, more targets, and different potential signal types.",False,1
Apache Point Observatory (APO)/SMARTS Flare Star Campaign Observations. I. Blue Wing Asymmetries in Chromospheric Lines during Mid-M-Dwarf Flares from Simultaneous Spectroscopic and Photometric Observation Data,"['Notsu, Yuta', 'Kowalski, Adam F.', 'Maehara, Hiroyuki', 'Namekata, Kosuke', 'Hamaguchi, Kenji', 'Enoto, Teruaki', 'Tristan, Isaiah I.', 'Hawley, Suzanne L.', 'Davenport, James R. A.', 'Honda, Satoshi', 'Ikuta, Kai', 'Inoue, Shun', 'Namizaki, Keiichi', 'Nogami, Daisaku', 'Shibata, Kazunari']",2024-02-01,The Astrophysical Journal,"['Stellar flares', 'Stellar coronal mass ejections', 'Optical flares', 'Stellar x-ray flares', 'M dwarf stars', 'Flare stars', 'Red dwarf flare stars', 'Stellar chromospheres', '1603', '1881', '1166', '1637', '982', '540', '1367', '230', 'Astrophysics - Solar and Stellar Astrophysics', 'Astrophysics - Earth and Planetary Astrophysics']",https://ui.adsabs.harvard.edu/abs/2024ApJ...961..189N/abstract,7.0,"We conducted the time-resolved simultaneous optical spectroscopic and photometric observations of mid-M-dwarf flare stars YZ CMi, EV Lac, and AD Leo. Spectroscopic observations were obtained using Apache Point Observatory 3.5 m and Small and Moderate Aperture Research Telescope System 1.5 m telescopes during 31 nights. Among the 41 detected flares, seven flares showed clear blue wing asymmetries in the Hα line, with various correspondences in flare properties. The duration of the blue wing asymmetries range from 20 minutes to 2.5 hr, including a flare showing the shift from blue to red wing asymmetry. Blue wing asymmetries can be observed during both white-light and candidate non-white-light flares. All of the seven flares showed blue wing asymmetries also in the Hβ line, but there are large varieties on which other chromospheric lines showed blue wing asymmetries. One among the 7 flares was also observed with soft X-ray spectroscopy, which enabled us to estimate the flare magnetic field and length of the flare loop. The line-of-sight velocities of the blueshifted components range from –73 to –122 km s<SUP>‑1</SUP>. Assuming that the blueshifts were caused by prominence eruptions, the mass of upward-moving plasma was estimated to be 10<SUP>15</SUP>–10<SUP>19</SUP> g, which are roughly on the relation between flare energy and erupting mass expected from solar coronal mass ejections (CMEs). Although further investigations are necessary for understanding the observed various properties, these possible prominence eruptions on M-dwarfs could evolve into CMEs, assuming the similar acceleration mechanism with solar eruptions.",False,1
The Breakthrough Listen Search for Intelligent Life: Detection and Characterization of Anomalous Transits in Kepler Lightcurves,"['Zuckerman, Anna', 'Davenport, James R. A.', 'Croft, Steve', 'Siemion, Andrew', 'de Pater, Imke']",2024-01-01,The Astronomical Journal,"['Exoplanet astronomy', 'Exoplanet catalogs', 'Exoplanet detection methods', 'Transit photometry', 'Transits', 'Search for extraterrestrial intelligence', 'Light curves', '486', '488', '489', '1709', '1711', '2127', '918', 'Astrophysics - Earth and Planetary Astrophysics', 'Astrophysics - Instrumentation and Methods for Astrophysics']",https://ui.adsabs.harvard.edu/abs/2024AJ....167...20Z/abstract,1.0,"Never before has the detection and characterization of exoplanets via transit photometry been as promising and feasible as it is now, due to the increasing breadth and sensitivity of time domain optical surveys. Past works have made use of phase-folded stellar lightcurves in order to study the properties of exoplanet transits because this provides the highest signal that a transit is present at a given period and ephemeris. Characterizing transits on an individual, rather than phase-folded, basis is much more challenging due to the often low signal-to-noise ratio of lightcurves, missing data, and low sampling rates. However, by phase folding a lightcurve we implicitly assume that all transits have the same expected properties, and lose all information about the nature and variability of the transits. We miss the natural variability in transit shapes, or even the deliberate or inadvertent modification of transit signals by an extraterrestrial civilization (for example, via laser emission or orbiting megastructures). In this work, we develop an algorithm to search stellar lightcurves for individual anomalous (in timing or depth) transits, and we report the results of that search for 218 confirmed transiting exoplanet systems from Kepler.",False,1
Photometric Classification of Evolved Massive Stars: Spectroscopic Verification and Validation,"['Ghosh-Coutinho, Ishan F.', 'Dorn-Wallenstein, Trevor Z.', 'Levesque, Emily M.', 'Davenport, James R. A.']",2023-11-01,Research Notes of the American Astronomical Society,"['Stellar classification', 'B stars', 'OB stars', 'Be stars', 'Late-type supergiant stars', 'Gaia', 'Spectroscopy', '1589', '128', '1141', '142', '910', '2360', '1558']",https://ui.adsabs.harvard.edu/abs/2023RNAAS...7..253G/abstract,0.0,"Dorn-Wallenstein et al. utilized a novel machine-learning technique to classify a large sample of evolved massive stars. This resulted in new classifications for ~2550 objects. We wish to validate the efficiency of the Dorn-Wallenstein et al. machine classifier. To this end we obtained new observations of four stars identified by Dorn-Wallenstein et al., with a focus on verifying newly identified emission-line objects and evolved supergiants. We identified a previously unconfirmed Be star, TYC 3740-1791-1, using these data. We assigned spectral types to the two stars in our sample with sufficient signal-to-noise data. We then used Gaia DR3 BP/RP spectra to validate an additional 73 stars from Dorn-Wallenstein et al. Our classifications support the completeness and contamination reported by the authors and confirm the validity of using machine learning-based classification methods on massive stars in the era of big data.",False,2
Catalog of Integrated-light Star Cluster Light Curves in TESS,"['Wainer, Tobin M.', 'Zasowski, Gail', 'Pepper, Joshua', 'Wagg, Tom', 'Hedges, Christina L.', 'Poovelil, Vijith Jacob', 'Fetherolf, Tara', 'Davenport, James R. A.', 'Christodoulou, P. Marios', 'Dinsmore, Jack T.', 'Patel, Avi', 'Goold, Kameron', 'Gibson, Benjamin J.']",2023-09-01,The Astronomical Journal,"['Star clusters', 'Time series analysis', 'Light curves', 'Variable stars', '1567', '1916', '918', '1761', 'Astrophysics - Astrophysics of Galaxies', 'Astrophysics - Solar and Stellar Astrophysics']",https://ui.adsabs.harvard.edu/abs/2023AJ....166..106W/abstract,1.0,"We present the first integrated-light, TESS-based light curves for star clusters in the Milky Way, Small Magellanic Cloud, and Large Magellanic Cloud. We explore the information encoded in these light curves, with particular emphasis on variability. We describe our publicly available package elk, which is designed to extract the light curves by applying principal component analysis to perform background light correction and incorporating corrections for TESS systematics, allowing us to detect variability on timescales shorter than ~10 days. We perform a series of checks to ensure the quality of our light curves, removing observations where systematics are identified as dominant features, and deliver light curves for 348 previously cataloged open and globular clusters. Where TESS has observed a cluster in more than one observing sector, we provide separate light curves for each sector (for a total of 2204 light curves). We explore in detail the light curves of star clusters known to contain high-amplitude Cepheid and RR Lyrae variable stars, and we confirm that the variability of these known variables is still detectable when summed together with the light from thousands of other stars. We also demonstrate that even some low-amplitude stellar variability is preserved when integrating over a stellar population.",True,3
Jupiter's Metastable Companions,"['Greenstreet, Sarah', 'Gladman, Brett', 'Jurić, Mario']",2024-03-01,The Astrophysical Journal,"['Jupiter trojans', 'Celestial mechanics', 'N-body simulations', '874', '211', '1083', 'Astrophysics - Earth and Planetary Astrophysics']",https://ui.adsabs.harvard.edu/abs/2024ApJ...963L..40G/abstract,1.0,"Jovian co-orbitals share Jupiter's orbit and exhibit 1:1 mean-motion resonance with the planet. This includes &gt;10,000 so-called Trojan asteroids surrounding the leading (L4) and trailing (L5) Lagrange points, viewed as stable groups dating back to planet formation. A small number of extremely transient horseshoe and quasi-satellite co-orbitals have been identified, which only briefly (&lt;1,000 yr) exhibit co-orbital motions. Via an extensive numerical study, we identify for the first time some Trojans that are certainly only ""metastable""; instead of being primordial, they are recent captures from heliocentric orbits into moderately long-lived (10 kyr–100 Myr) metastable states that will escape back to the scattering regime. We have also identified (1) the first two Jovian horseshoe co-orbitals that exist for many resonant libration periods and (2) eight Jovian quasi-satellites with metastable lifetimes of 4–130 kyr. Our perspective on the Trojan population is thus now more complex as Jupiter joins the other giant planets in having known metastable co-orbitals that are in steady-state equilibrium with the planet-crossing Centaur and asteroid populations; the 27 identified here are in agreement with theoretical estimates.",False,1
The DECam Ecliptic Exploration Project (DEEP). IV. Constraints on the Shape Distribution of Bright Trans-Neptunian Objects,"['Strauss, Ryder', 'Trilling, David E.', 'Bernardinelli, Pedro H.', 'Beach, Christiano', 'Oldroyd, William J.', 'Sheppard, Scott S.', 'Schlichting, Hilke E.', 'Gerdes, David W.', 'Fuentes, Cesar', 'Holman, Matthew J.', 'Jurić, Mario', 'Lin, Hsing Wen', 'Markwardt, Larissa', 'McNeill, Andrew', 'Mommert, Michael', 'Napier, Kevin J.', 'Payne, Matthew J.', 'Ragozzine, Darin', 'Rivkin, Andrew S.', 'Smotherman, Hayden', 'Trujillo, Chadwick A.', 'Adams, Fred C.', 'Chandler, Colin Orion']",2024-03-01,The Astronomical Journal,"['Trans-Neptunian objects', 'Surveys', 'Kuiper Belt', 'Small Solar System bodies', 'Solar system', 'Photometry', '1705', '1671', '893', '1469', '1528', '1234']",https://ui.adsabs.harvard.edu/abs/2024AJ....167..135S/abstract,3.0,"We present the methods and results from the discovery and photometric measurement of 26 bright VR &gt; 24 trans-Neptunian objects (TNOs) during the first year (2019–20) of the DECam Ecliptic Exploration Project (DEEP). The DEEP survey is an observational TNO survey with wide sky coverage, high sensitivity, and a fast photometric cadence. We apply a computer vision technique known as a progressive probabilistic Hough transform to identify linearly moving transient sources within DEEP photometric catalogs. After subsequent visual vetting, we provide a photometric and astrometric catalog of our TNOs. By modeling the partial lightcurve amplitude distribution of the DEEP TNOs using Monte Carlo techniques, we find our data to be most consistent with an average TNO axis ratio b/a &lt; 0.5, implying a population dominated by non-spherical objects. Based on ellipsoidal gravitational stability arguments, we find our data to be consistent with a TNO population containing a high fraction of contact binaries or other extremely non-spherical objects. We also discuss our data as evidence that the expected binarity fraction of TNOs may be size-dependent.",False,3
The DECam Ecliptic Exploration Project (DEEP). II. Observational Strategy and Design,"['Trujillo, Chadwick A.', 'Fuentes, Cesar', 'Gerdes, David W.', 'Markwardt, Larissa', 'Sheppard, Scott S.', 'Strauss, Ryder', 'Chandler, Colin Orion', 'Oldroyd, William J.', 'Trilling, David E.', 'Lin, Hsing Wen', 'Adams, Fred C.', 'Bernardinelli, Pedro H.', 'Holman, Matthew J.', 'Jurić, Mario', 'McNeill, Andrew', 'Mommert, Michael', 'Napier, Kevin J.', 'Payne, Matthew J.', 'Ragozzine, Darin', 'Rivkin, Andrew S.', 'Schlichting, Hilke', 'Smotherman, Hayden']",2024-03-01,The Astronomical Journal,"['Kuiper Belt', 'Small Solar System bodies', 'Trans-Neptunian objects', 'Surveys', 'Solar system', '893', '1469', '1705', '1671', '1528']",https://ui.adsabs.harvard.edu/abs/2024AJ....167..133T/abstract,3.0,"We present the DECam Ecliptic Exploration Project (DEEP) survey strategy, including observing cadence for orbit determination, exposure times, field pointings and filter choices. The overall goal of the survey is to discover and characterize the orbits of a few thousand Trans-Neptunian objects (TNOs) using the Dark Energy Camera (DECam) on the Cerro Tololo Inter-American Observatory Blanco 4 m telescope. The experiment is designed to collect a very deep series of exposures totaling a few hours on sky for each of several 2.7 square degree DECam fields-of-view to achieve approximate depths of magnitude 26.2 using a wide V R filter that encompasses both the V and R bandpasses. In the first year, several nights were combined to achieve a sky area of about 34 square degrees. In subsequent years, the fields have been re-visited to allow TNOs to be tracked for orbit determination. When complete, DEEP will be the largest survey of the outer solar system ever undertaken in terms of newly discovered object numbers, and the most prolific at producing multiyear orbital information for the population of minor planets beyond Neptune at 30 au.",False,3
"The DECam Ecliptic Exploration Project (DEEP). I. Survey Description, Science Questions, and Technical Demonstration","['Trilling, David E.', 'Gerdes, David W.', 'Jurić, Mario', 'Trujillo, Chadwick A.', 'Bernardinelli, Pedro H.', 'Napier, Kevin J.', 'Smotherman, Hayden', 'Strauss, Ryder', 'Fuentes, Cesar', 'Holman, Matthew J.', 'Lin, Hsing Wen', 'Markwardt, Larissa', 'McNeill, Andrew', 'Mommert, Michael', 'Oldroyd, William J.', 'Payne, Matthew J.', 'Ragozzine, Darin', 'Rivkin, Andrew S.', 'Schlichting, Hilke', 'Sheppard, Scott S.', 'Adams, Fred C.', 'Chandler, Colin Orion']",2024-03-01,The Astronomical Journal,"['Solar system', 'Surveys', 'Trans-Neptunian objects', 'Small Solar System bodies', 'Kuiper belt', '1528', '1671', '1705', '1469', '893']",https://ui.adsabs.harvard.edu/abs/2024AJ....167..132T/abstract,2.0,"We present here the DECam Ecliptic Exploration Project (DEEP), a 3 yr NOAO/NOIRLab Survey that was allocated 46.5 nights to discover and measure the properties of thousands of trans-Neptunian objects (TNOs) to magnitudes as faint as VR ∼ 27 mag, corresponding to sizes as small as 20 km diameter. In this paper we present the science goals of this project, the experimental design of our survey, and a technical demonstration of our approach. The core of our project is ""digital tracking,"" in which all collected images are combined at a range of motion vectors to detect unknown TNOs that are fainter than the single exposure depth of VR ∼ 23 mag. Through this approach, we reach a depth that is approximately 2.5 mag fainter than the standard LSST ""wide fast deep"" nominal survey depth of 24.5 mag. DEEP will more than double the number of known TNOs with observational arcs of 24 hr or more, and increase by a factor of 10 or more the number of known small (&lt;50 km) TNOs. We also describe our ancillary science goals, including measuring the mean shape distribution of very small main-belt asteroids, and briefly outline a set of forthcoming papers that present further aspects of and preliminary results from the DEEP program.",False,3
Controlling Randomization in Astronomy Simulations,"['Schwamb, Megan E.', 'Kubica, Jeremy', 'Jurić, Mario', 'Oldag, Drew', 'West, Maxine', 'DeLucchi, Melissa', 'Holman, Matthew J.']",2024-01-01,Research Notes of the American Astronomical Society,"['Open source software', '1866']",https://ui.adsabs.harvard.edu/abs/2024RNAAS...8...25S/abstract,0.0,"As the primary requirement, correctly implementing and controlling random number generation is vital for a range of scientific analyses and simulations across astronomy and planetary science. Beyond advice on how to set the seed, there is little guidance in the literature for how best to handle pseudo-random number generation in the current era of open-source astronomical software development. We present our methodology for implementing a pseudo-random number generation in astronomy simulations and software and share the short lines of python code that create the generator. Without sacrificing randomization at run time, our strategy ensures reproducibility on a per function/module basis for unit testing and for run time debugging where there may be multiple functions requiring lists of randomly generated values that occur before a specific function is executed.",False,1
Physical Properties of 5000 Cool Large Magellanic Cloud Supergiants with Gaia XP Spectra: A Detailed Portrait of the Upper H-R Diagram Hints at Missing Supernova Progenitors,"['Dorn-Wallenstein, Trevor Z.', 'Neugent, Kathryn F.', 'Levesque, Emily M.']",2023-12-01,The Astrophysical Journal,"['Stellar properties', 'Stellar effective temperatures', 'Stellar luminosities', 'Regression', 'Multivariate analysis', 'Spectroscopy', 'Large Magellanic Cloud', 'Late-type supergiant stars', 'Supergiant stars', '1624', '1597', '1609', '1914', '1913', '1558', '903', '910', '1661', 'Astrophysics - Solar and Stellar Astrophysics']",https://ui.adsabs.harvard.edu/abs/2023ApJ...959..102D/abstract,3.0,"Characterizing the physical properties of cool supergiants allows us to probe the final stages of a massive star's evolution before it undergoes core collapse. Despite their importance, the fundamental properties of these stars- $\mathrm{log}{T}_{\mathrm{eff}}$ and $\mathrm{log}L/{L}_{\odot }$ -are only known for a limited number of objects. The third data release of the Gaia mission contains precise photometry and low-resolution spectroscopy of hundreds of cool supergiants in the LMC with well-constrained properties. Using these data, we train a simple and easily interpretable machine-learning model to regress effective temperatures and luminosities with high accuracy and precision comparable to the training data. We then apply our model to 5000 cool supergiants, many of which have no previously published T <SUB>eff</SUB> or L estimates. The resulting Hertzprung-Russell diagram is well populated, allowing us to study the distribution of cool supergiants in great detail. Examining the luminosity functions of our sample, we find a notable flattening in the luminosity function of yellow supergiants above $\mathrm{log}L/{L}_{\odot }=5$ , and a corresponding steepening of the red supergiant luminosity function. We place this finding in context with previous results and present its implications for the infamous red supergiant problem.",False,1
Spatially Resolved Recent Star Formation History in NGC 6946,"['Tran, Debby', 'Williams, Benjamin', 'Levesque, Emily', 'Lazzarini, Margaret', 'Dalcanton, Julianne', 'Dolphin, Andrew', 'Koplitz, Brad', 'Smercina, Adam', 'Telford, O. Grace']",2023-09-01,The Astrophysical Journal,"['Star formation', 'Spiral galaxies', 'Galaxy evolution', 'Stellar populations', '1569', '1560', '594', '1622', 'Astrophysics - Astrophysics of Galaxies']",https://ui.adsabs.harvard.edu/abs/2023ApJ...954..211T/abstract,1.0,"The nearby face-on star-forming spiral galaxy NGC 6946 is known as the Fireworks Galaxy due to its hosting an unusually large number of supernovae. We analyze its resolved near-ultraviolet stellar photometry measured from images taken with the Hubble Space Telescope's Wide Field Camera 3 with the F275W and F336W filters. We model the color-magnitude diagrams of the UV photometry to derive the spatially resolved star formation history of NGC 6946 over the last 25 Myr. From this analysis, we produce maps of the spatial distribution of the young stellar population and measure the total recent star formation rate (SFR) of nearly the entire young stellar disk. We find the global SFR(age ≤25 Myr) = ${13.17}_{-0.79}^{+0.91}{M}_{\odot }\,{\mathrm{yr}}^{-1}$ . Over this period, the SFR is initially very high ( ${23.39}_{-2.11}^{+2.43}{M}_{\odot }\,{\mathrm{yr}}^{-1}$ 16-25 Myr ago), then monotonically decreases to ${5.31}_{-0.17}^{+0.19}{M}_{\odot }\,{\mathrm{yr}}^{-1}$ in the last 10 Myr. This decrease in global SFR over the last 25 Myr is consistent with measurements made with other SFR indicators. We discuss in detail two of the most active regions of the galaxy, which we find are responsible for 3% and 5% of the total star formation over the past 6.3 Myr.",True,5
